Query_id,Subject_id,Identity,Align_length,Mismatch,Gap,Query_start,Query_end,Subject_start,Subject_end,E-value,Score
Sample1.3039,abad:ABD1_18690,99.7,306,1,0,1,306,1,306,2.20E-173,613.6
Sample1.3040,abaa:IX88_11405,100,96,0,0,1,96,1,96,1.10E-49,201.1
Sample1.3041,abau:IX87_20690,100,368,0,0,1,368,1,368,4.10E-206,722.6
Sample1.3042,abab:BJAB0715_02101,100,304,0,0,1,304,1,304,1.80E-167,594
Sample1.3043,abad:ABD1_18650,98.5,264,4,0,1,264,1,264,1.90E-152,543.9
Sample1.3044,abaa:IX88_11385,100,238,0,0,1,238,1,238,4.00E-130,469.5
Sample1.3045,cbc:CbuK_0483,64.8,159,56,0,1,159,1,159,1.20E-53,214.9
Sample1.3046,abaa:IX88_11380,99.8,577,1,0,1,577,1,577,0.00E+00,1172.9
Sample1.3047,abaa:IX88_07175,100,809,0,0,1,809,1,809,0.00E+00,1568.1
Sample1.3048,abaa:IX88_07170,100,159,0,0,1,159,1,159,1.80E-86,323.9
Sample1.3049,abau:IX87_00355,99.2,258,2,0,1,258,1,258,1.40E-147,527.7
Sample1.3050,abaa:IX88_07160,99.5,369,2,0,1,369,1,369,2.10E-210,736.9
Sample1.3051,abh:M3Q_1324,99.4,467,3,0,1,467,1,467,2.10E-271,939.9
Sample1.3052,abab:BJAB0715_01438,97.9,142,3,0,10,151,1,142,1.70E-73,280.8
Sample1.3053,abaa:IX88_08445,99.3,152,1,0,1,152,1,152,4.40E-82,309.3
Sample1.3054,abaz:P795_11120,98.4,316,5,0,1,316,1,316,5.30E-178,629
Sample1.3055,abab:BJAB0715_01434,97.1,245,7,0,1,245,1,245,4.10E-138,496.1
Sample1.3056,abal:ABLAC_20920,98.8,342,4,0,1,342,1,342,8.50E-190,668.3
Sample1.3057,abaa:IX88_08425,99.3,145,1,0,1,145,1,145,1.20E-76,291.2
Sample1.3058,acd:AOLE_12705,98.6,359,5,0,1,359,1,359,3.10E-198,696.4
Sample1.3059,acd:AOLE_12710,98.5,259,4,0,1,259,1,259,3.00E-139,500
Sample1.3060,acd:AOLE_12715,96.6,263,9,0,1,263,1,263,1.30E-142,511.1
Sample1.3061,acd:AOLE_12720,97.6,340,8,0,1,340,1,340,2.40E-184,650.2
Sample1.3062,acd:AOLE_12725,95,240,12,0,7,246,1,240,4.30E-127,459.5
Sample1.3063,abb:ABBFA_002286,100,434,0,0,1,434,1,434,4.20E-242,842.4
Sample1.3064,abaj:BJAB0868_01365,98.6,213,3,0,1,213,1,213,7.30E-115,418.7
Sample1.3065,abaj:BJAB0868_01364,100,310,0,0,1,310,1,310,2.60E-182,643.3
Sample1.3066,abh:M3Q_1621,99.8,400,1,0,1,400,2,401,8.30E-229,798.1
Sample1.3067,abaz:P795_11170,100,285,0,0,2,286,1,285,3.60E-157,559.7
Sample1.3068,abd:ABTW07_1424,99.4,160,1,0,1,160,1,160,4.00E-81,306.2
Sample1.3069,abau:IX87_04295,99.7,881,3,0,1,881,1,881,0.00E+00,1714.9
Sample1.3070,abau:IX87_04300,99,191,2,0,1,191,1,191,1.90E-106,390.6
Sample1.3071,abaa:IX88_08380,100,107,0,0,1,107,1,107,2.60E-60,236.5
Sample1.3072,abaa:IX88_08375,100,223,0,0,1,223,1,223,3.20E-129,466.5
Sample1.3073,abaa:IX88_08370,100,222,0,0,1,222,1,222,9.00E-124,448.4
Sample1.3074,abaa:IX88_08365,100,280,0,0,1,280,1,280,4.50E-157,559.3
Sample1.3075,abad:ABD1_12680,99.5,203,1,0,1,203,1,203,6.10E-119,432.2
Sample1.3076,abab:BJAB0715_01414,100,199,0,0,1,199,1,199,1.70E-110,404.1
Sample1.3077,abaa:IX88_08350,100,396,0,0,1,396,1,396,5.90E-219,765.4
Sample1.3078,abaa:IX88_08345,99.9,713,1,0,1,713,1,713,0.00E+00,1380.2
Sample1.3079,abc:ACICU_01230,99.8,510,1,0,1,510,1,510,4.10E-281,972.2
Sample1.3080,abaa:IX88_13755,100,108,0,0,1,108,1,108,6.20E-54,215.3
Sample1.3081,abad:ABD1_22250,98.7,156,2,0,1,156,1,156,4.40E-85,319.3
Sample1.3082,abab:BJAB0715_02627,100,120,0,0,1,120,1,120,8.40E-60,235
Sample1.3083,abab:BJAB0715_02628,99.1,214,2,0,1,214,1,214,2.40E-121,440.3
Sample1.3084,abal:ABLAC_12710,99,194,2,0,1,194,6,199,3.80E-110,402.9
Sample1.3085,abaa:IX88_13780,100,264,0,0,1,264,1,264,3.90E-150,536.2
Sample1.3086,abz:ABZJ_02563,98.5,337,5,0,1,337,1,337,1.70E-195,687.2
Sample1.3087,abaa:IX88_13790,100,77,0,0,1,77,1,77,5.80E-38,161.8
Sample1.3088,aby:ABAYE0548,95.8,289,12,0,1,289,1,289,8.30E-162,575.1
Sample1.3089,abau:IX87_11445,86.2,58,8,0,1,58,1,58,2.50E-20,103.2
Sample1.3090,aby:ABAYE0550,95.5,66,3,0,1,66,7,72,1.90E-29,133.3
Sample1.3091,aby:ABAYE0551,84.8,79,12,0,1,79,1,79,4.00E-34,149.1
Sample1.3092,aby:ABAYE0552,95,437,22,0,1,437,1,437,2.20E-238,830.1
Sample1.3093,aby:ABAYE0553,95.2,146,7,0,1,146,1,146,3.30E-74,283.1
Sample1.3094,aby:ABAYE0554,97.5,816,20,0,1,816,1,816,0.00E+00,1517.3
Sample1.3095,aby:ABAYE0555,98.2,113,2,0,1,113,1,113,4.10E-56,222.6
Sample1.3096,aby:ABAYE0556,98.3,172,3,0,1,172,1,172,3.10E-92,343.2
Sample1.3097,aby:ABAYE0557,96.9,391,12,0,1,391,1,391,3.20E-217,759.6
Sample1.3098,aby:ABAYE0559,83.3,96,16,0,1,96,106,201,4.10E-41,172.6
Sample1.3099,abad:ABD1_05280,93.9,342,21,0,1,342,1,342,1.50E-186,657.5
Sample1.3100,abn:AB57_0641,99.7,338,1,0,1,338,1,338,1.60E-196,690.6
Sample1.3101,abaa:IX88_04995,100,169,0,0,1,169,1,169,1.10E-94,351.3
Sample1.3102,abb:ABBFA_002999,100,96,0,0,1,96,204,299,7.20E-46,188.3
Sample1.3103,abad:ABD1_23380,100,493,0,0,1,493,149,641,2.70E-290,1002.7
Sample1.3104,abab:BJAB0715_02745,100,307,0,0,1,307,643,949,6.50E-173,612.1
Sample1.3105,abab:BJAB0715_02746,100,756,0,0,1,756,1,756,0.00E+00,1474.5
Sample1.3106,abaa:IX88_14690,99.5,412,2,0,1,412,1,412,4.80E-240,835.5
Sample1.3107,abz:ABZJ_02735,100,393,0,0,1,393,1,393,3.70E-221,772.7
Sample1.3108,abaa:IX88_13975,88.6,683,77,1,145,827,139,820,0.00E+00,1182.5
Sample1.3109,abaa:IX88_14010,65.1,364,123,1,1,360,72,435,5.70E-128,463
Sample1.3110,abaa:IX88_14010,91.3,69,6,0,1,69,1,69,5.80E-29,131.7
Sample1.3111,abaa:IX88_14015,88,216,26,0,1,216,1,216,4.70E-101,372.9
Sample1.3112,abaa:IX88_14020,79.9,154,31,0,1,154,1,154,1.10E-67,261.5
Sample1.3113,abaa:IX88_14025,55.5,110,47,2,4,112,2,110,3.40E-23,113.2
Sample1.3114,abaa:IX88_14030,43.6,117,65,1,4,120,5,120,9.80E-16,88.6
Sample1.3115,abaa:IX88_14035,81.1,466,88,0,1,466,1,466,1.60E-231,807.4
Sample1.3116,abaa:IX88_14040,72,150,42,0,1,150,1,150,3.70E-57,226.5
Sample1.3117,abaa:IX88_14045,89.9,159,16,0,3,161,1,159,4.60E-77,292.7
Sample1.3118,abaa:IX88_14050,62.4,181,33,2,15,195,1,146,1.30E-49,201.8
Sample1.3119,abaa:IX88_14055,98.1,418,8,0,1,418,1,418,1.30E-229,800.8
Sample1.3120,abaa:IX88_14060,72.3,303,74,3,1,301,1,295,3.70E-120,436.8
Sample1.3121,abaa:IX88_14065,89.1,689,71,1,1,685,1,689,0.00E+00,1234.6
Sample1.3122,abaa:IX88_14070,92.5,482,36,0,1,482,1,482,3.50E-274,949.1
Sample1.3123,abaa:IX88_14075,58.2,177,49,2,1,177,1,152,6.40E-48,196.1
Sample1.3124,abaa:IX88_14085,96.2,160,6,0,1,160,1,160,3.70E-87,326.2
Sample1.3125,abaa:IX88_14100,90.3,93,8,1,1,93,1,92,9.50E-43,177.9
Sample1.3126,abm:ABSDF1020,100,56,0,0,1,56,3,58,3.80E-23,112.1
Sample1.3127,abau:IX87_00135,84.8,145,22,0,1,145,1,145,1.10E-69,268.1
Sample1.3128,abk:LX00_15015,96.2,133,5,0,1,133,1,133,1.10E-68,264.6
Sample1.3129,abau:IX87_07800,41,144,54,6,1,144,1,113,2.20E-14,84.3
Sample1.3130,cbg:CbuG_1720,74.2,438,105,3,1,434,1,434,4.10E-189,666.4
Sample1.3131,nsa:Nitsa_1815,47.6,82,42,1,3,84,4,84,3.30E-11,73.2
Sample1.3132,abaa:IX88_14170,97.3,74,2,0,1,74,1,74,1.00E-34,151
Sample1.3133,abm:ABSDF1768,100,60,0,0,1,60,15,74,1.80E-26,123.2
Sample1.3134,aby:ABAYE2742,95.9,438,18,0,1,438,3,440,4.40E-239,832.4
Sample1.3135,cbc:CbuK_1268,81.7,437,80,0,1,437,1,437,1.40E-208,731.1
Sample1.3136,abm:ABSDF2604,82.4,255,18,2,5,259,2,229,7.50E-114,415.6
Sample1.3137,abm:ABSDF1757,93.2,59,4,0,1,59,1,59,4.20E-23,112.1
Sample1.3138,abz:ABZJ_02640,97.1,69,2,0,1,69,1,69,2.00E-29,133.3
Sample1.3139,abz:ABZJ_02641,96.2,104,4,0,1,104,3,106,4.10E-55,219.2
Sample1.3140,abad:ABD1_11190,87.7,114,14,0,1,114,1,114,1.90E-53,213.8
Sample1.3141,abau:IX87_18545,100,157,0,0,1,157,1,157,9.90E-85,318.2
Sample1.3142,abaa:IX88_06200,100,183,0,0,1,183,1,183,3.60E-102,376.3
Sample1.3143,cbc:CbuK_1257,71.2,80,23,0,1,80,32,111,4.00E-29,132.5
Sample1.3144,abz:ABZJ_00836,99.2,259,2,0,1,259,19,277,7.20E-149,531.9
Sample1.3145,abaa:IX88_06190,100,350,0,0,1,350,1,350,6.00E-199,698.7
Sample1.3146,abab:BJAB0715_00828,100,376,0,0,1,376,10,385,3.90E-212,742.7
Sample1.3147,abaa:IX88_06180,99.8,621,1,0,1,621,1,621,0.00E+00,1252.3
Sample1.3148,abab:BJAB0715_00826,100,427,0,0,1,427,1,427,1.00E-237,827.8
Sample1.3149,abaa:IX88_06170,100,545,0,0,1,545,25,569,1.10E-305,1053.9
Sample1.3150,abaa:IX88_06165,100,192,0,0,1,192,1,192,2.10E-105,387.1
Sample1.3151,abab:BJAB0715_00823,100,277,0,0,1,277,1,277,2.80E-159,566.6
Sample1.3152,abaj:BJAB0868_01668,99.2,246,2,0,1,246,1,246,1.30E-136,491.1
Sample1.3153,abad:ABD1_15110,98.7,784,10,0,1,784,37,820,0.00E+00,1585.5
Sample1.3154,cbc:CbuK_1256,70.9,79,23,0,1,79,1,79,3.80E-24,115.9
Sample1.3155,abaa:IX88_09525,98.8,339,4,0,1,339,1,339,1.40E-189,667.5
Sample1.3156,abad:ABD1_30260,100,167,0,0,1,167,1,167,1.90E-89,334
Sample1.3157,abaa:IX88_00470,99.4,155,1,0,1,155,1,155,1.20E-79,301.2
Sample1.3158,cbc:CbuK_1255,77.3,97,22,0,2,98,1,97,2.00E-38,163.7
Sample1.3159,abz:ABZJ_03526,99.1,222,2,0,1,222,1,222,3.50E-120,436.4
Sample1.3160,abaa:IX88_00480,99.7,372,1,0,1,372,1,372,2.50E-211,740
Sample1.3161,abaa:IX88_00485,100,191,0,0,1,191,1,191,9.50E-106,388.3
Sample1.3162,abaa:IX88_00490,99.4,716,4,0,1,716,1,716,0.00E+00,1406.7
Sample1.3163,abab:BJAB0715_03502,100,409,0,0,1,409,1,409,9.40E-228,794.7
Sample1.3164,abaa:IX88_00500,99.2,121,1,0,1,121,1,121,6.30E-63,245.4
Sample1.3165,abaa:IX88_00505,100,195,0,0,1,195,1,195,2.60E-111,406.8
Sample1.3166,abaa:IX88_00510,100,104,0,0,1,104,1,104,3.90E-53,212.6
Sample1.3167,abd:ABTW07_3563,100,124,0,0,1,124,1,124,7.60E-64,248.4
Sample1.3168,abaa:IX88_00520,100,469,0,0,1,469,1,469,3.80E-273,945.7
Sample1.3169,cbg:CbuG_1412,73.7,1170,303,5,5,1170,3,1171,0.00E+00,1767.7
Sample1.3170,abaa:IX88_00525,100,410,0,0,1,410,1,410,7.70E-230,801.6
Sample1.3171,abaj:BJAB0868_03400,99.3,294,2,0,1,294,1,294,1.40E-161,574.3
Sample1.3172,abaa:IX88_00535,100,56,0,0,1,56,1,56,2.80E-21,105.9
Sample1.3173,abau:IX87_18005,100,427,0,0,1,427,1,427,2.00E-252,876.7
Sample1.3174,abab:BJAB0715_00738,100,944,0,0,1,944,1,944,0.00E+00,1874.4
Sample1.3175,abaa:IX88_05715,100,68,0,0,1,68,1,68,1.20E-31,140.6
Sample1.3176,abaa:IX88_05720,99.6,238,1,0,1,238,1,238,7.60E-129,465.3
Sample1.3177,abaa:IX88_05725,99.8,549,1,0,1,549,1,549,0.00E+00,1079.3
Sample1.3178,abaa:IX88_05730,100,117,0,0,1,117,1,117,3.30E-61,239.6
Sample1.3179,cbc:CbuK_1251,74.5,106,26,1,1,106,2,106,1.60E-38,164.1
Sample1.3180,abab:BJAB0715_00742,99.7,367,1,0,1,367,107,473,8.20E-207,724.9
Sample1.3181,abaa:IX88_05735,100,94,0,0,1,94,1,94,3.20E-46,189.5
Sample1.3182,abad:ABD1_07040,100,183,0,0,1,183,1,183,4.50E-97,359.4
Sample1.3183,abaa:IX88_05745,100,225,0,0,1,225,1,225,3.90E-127,459.5
Sample1.3184,abaa:IX88_05750,100,595,0,0,1,595,1,595,0.00E+00,1226.5
Sample1.3185,abaa:IX88_05755,100,168,0,0,1,168,2,169,1.80E-92,344
Sample1.3186,abaa:IX88_05760,100,443,0,0,1,443,1,443,1.40E-264,917.1
Sample1.3187,abaj:BJAB0868_00772,100,894,0,0,1,894,1,894,0.00E+00,1796.6
Sample1.3188,abaa:IX88_05770,100,338,0,0,1,338,1,338,5.30E-192,675.6
Sample1.3189,abaa:IX88_05775,100,164,0,0,1,164,17,180,7.10E-94,348.6
Sample1.3190,abaa:IX88_05780,100,172,0,0,1,172,2,173,1.50E-89,334.3
Sample1.3191,abaa:IX88_05785,100,102,0,0,1,102,1,102,1.10E-49,201.1
Sample1.3192,abaa:IX88_05790,100,629,0,0,1,629,1,629,0.00E+00,1238.4
Sample1.3193,abaa:IX88_05795,100,532,0,0,1,532,1,532,7.5e-310,1067.8
Sample1.3194,abaa:IX88_05800,99.8,488,1,0,1,488,11,498,3.40E-269,932.6
Sample1.3195,abaa:IX88_05805,99.5,211,1,0,1,211,1,211,2.60E-112,410.2
Sample1.3196,abaj:BJAB0868_00781,100,97,0,0,1,97,1,97,5.40E-49,198.7
Sample1.3197,abaa:IX88_05820,100,293,0,0,1,293,3,295,1.60E-165,587.4
Sample1.3198,abad:ABD1_07210,99.6,253,1,0,1,253,1,253,2.90E-142,510
Sample1.3199,abaa:IX88_05830,100,140,0,0,1,140,1,140,4.70E-78,295.8
Sample1.3200,cbg:CbuG_1410,82.5,280,49,0,2,281,44,323,2.50E-132,477.2
Sample1.3201,abaa:IX88_05835,100,75,0,0,1,75,1,75,2.60E-35,152.9
Sample1.3202,abad:ABD1_07240,99.8,558,1,0,1,558,1,558,9.60E-308,1060.8
Sample1.3203,abaa:IX88_05845,100,56,0,0,1,56,1,56,3.80E-23,112.1
Sample1.3204,abab:BJAB0715_00764,99.5,399,2,0,1,399,1,399,1.70E-229,800.4
Sample1.3205,abaj:BJAB0868_00789,99.2,252,2,0,1,252,1,252,6.30E-142,508.8
Sample1.3206,abx:ABK1_0771,96.4,389,0,1,1,389,1,375,1.80E-204,717.2
Sample1.3207,abab:BJAB0715_00767,100,547,0,0,1,547,1,547,0.00E+00,1078.2
Sample1.3208,abb:ABBFA_002836,100,189,0,0,1,189,1,189,2.80E-102,376.7
Sample1.3209,abaa:IX88_05875,100,207,0,0,1,207,1,207,1.80E-110,404.1
Sample1.3210,cbd:CBUD_1473,70.4,270,79,1,3,271,2,271,1.30E-111,408.3
Sample1.3211,abau:IX87_01965,88.6,229,26,0,1,229,1854,2082,3.10E-111,406.8
Sample1.3212,abm:ABSDF1052,96.1,129,5,0,1,129,1,129,1.30E-66,257.7
Sample1.3213,abau:IX87_07675,93.5,184,12,0,1,184,1,184,2.80E-94,350.1
Sample1.3214,abm:ABSDF1456,93,227,16,0,1,227,1,227,1.10E-113,414.8
Sample1.3215,abab:BJAB0715_02713,99.6,228,1,0,1,228,1,228,1.30E-125,454.5
Sample1.3216,abab:BJAB0715_02712,97.6,409,10,0,20,428,1,409,9.20E-226,788.1
Sample1.3217,abaj:BJAB0868_02547,99.3,275,2,0,1,275,1,275,1.80E-161,573.9
Sample1.3218,abaa:IX88_14520,100,417,0,0,1,417,1,417,2.70E-238,829.7
Sample1.3219,cbc:CbuK_0473,84.4,192,30,0,1,192,1,192,6.90E-86,322.4
Sample1.3220,abaj:BJAB0868_02545,99.8,469,1,0,1,469,15,483,6.90E-259,898.3
Sample1.3221,abaa:IX88_14510,99.8,1059,2,0,1,1059,1,1059,0.00E+00,2026.9
Sample1.3222,abab:BJAB0715_02706,100,406,0,0,1,406,1,406,1.40E-223,780.8
Sample1.3223,abc:ACICU_02503,100,57,0,0,1,57,1,57,4.90E-26,121.7
Sample1.3224,abab:BJAB0715_02705,100,337,0,0,1,337,7,343,1.50E-191,674.1
Sample1.3225,abab:BJAB0715_02704,99.6,261,1,0,1,261,1,261,4.10E-144,516.2
Sample1.3226,abab:BJAB0715_02703,100,229,0,0,1,229,1,229,3.90E-122,443
Sample1.3227,abau:IX87_07605,98.7,237,3,0,1,237,1,237,7.30E-132,475.3
Sample1.3228,abab:BJAB0715_02701,100,258,0,0,1,258,1,258,1.90E-141,507.3
Sample1.3229,abaa:IX88_14490,100,109,0,0,1,109,1,109,4.10E-53,212.6
Sample1.3230,abad:ABD1_22960,100,87,0,0,1,87,1,87,5.90E-47,191.8
Sample1.3231,aby:ABAYE1183,98.9,476,5,0,1,476,1,476,6.30E-276,954.9
Sample1.3232,abau:IX87_07580,99.3,454,3,0,1,454,1,454,2.20E-262,909.8
Sample1.3233,abab:BJAB0715_02696,98.6,289,4,0,1,289,1,289,6.10E-157,558.9
Sample1.3234,abaa:IX88_14465,100,56,0,0,1,56,204,259,2.70E-24,115.9
Sample1.3235,abaa:IX88_14465,100,202,0,0,1,202,1,202,7.90E-111,405.2
Sample1.3236,abad:ABD1_22910,99.6,231,1,0,1,231,1,231,3.30E-129,466.5
Sample1.3237,abaz:P795_5450,99.5,422,2,0,1,422,1,422,4.60E-230,802.4
Sample1.3238,abm:ABSDF1234,99.3,585,4,0,1,585,1,585,0.00E+00,1166.8
Sample1.3239,abad:ABD1_22880,99.2,119,1,0,1,119,1,119,5.40E-59,232.3
Sample1.3240,abb:ABBFA_001155,100,220,0,0,1,220,1,220,2.30E-119,433.7
Sample1.3241,abaz:P795_5475,99.6,452,2,0,1,452,1,452,8.70E-251,871.3
Sample1.3242,abad:ABD1_22840,99.7,299,1,0,1,299,1,299,1.40E-175,620.9
Sample1.3243,abaa:IX88_14420,99.5,183,1,0,1,183,1,183,5.30E-98,362.5
Sample1.3244,abaa:IX88_14415,100,798,0,0,1,798,1,798,0.00E+00,1595.5
Sample1.3245,abaa:IX88_14410,99.7,302,1,0,1,302,1,302,1.00E-170,604.7
Sample1.3246,abaa:IX88_14405,100,90,0,0,1,90,1,90,3.00E-46,189.5
Sample1.3247,abaj:BJAB0868_02518,100,337,0,0,1,337,1,337,8.10E-193,678.3
Sample1.3248,abaa:IX88_14395,100,452,0,0,1,452,1,452,4.10E-248,862.4
Sample1.3249,cbc:CbuK_1096,77.7,179,40,0,1,179,1,179,2.40E-74,283.9
Sample1.3250,abz:ABZJ_02669,100,394,0,0,1,394,1,394,1.40E-225,787.3
Sample1.3251,aby:ABAYE1205,98.1,314,6,0,1,314,1,314,4.30E-180,636
Sample1.3252,abaa:IX88_14380,100,369,0,0,1,369,1,369,6.30E-207,725.3
Sample1.3253,abb:ABBFA_001168,99.7,748,2,0,1,748,9,756,0.00E+00,1460.7
Sample1.3254,aby:ABAYE1208,100,135,0,0,1,135,4,138,2.30E-74,283.5
Sample1.3255,abaz:P795_5545,97.9,486,10,0,1,486,1,486,2.50E-275,953
Sample1.3256,abad:ABD1_22710,96.5,86,3,0,1,86,263,348,2.40E-40,169.9
Sample1.3257,abaa:IX88_03735,99.5,213,1,0,1,213,1,213,1.00E-124,451.4
Sample1.3258,abc:ACICU_p0007,96.1,77,3,0,1,77,1,77,2.70E-35,152.9
Sample1.3259,abc:ACICU_p0006,96.7,209,7,0,1,209,1,209,3.30E-112,409.8
Sample1.3260,acb:A1S_3471,56,307,128,3,1,301,1,306,6.00E-86,323.2
Sample1.3261,abc:ACICU_p0028,67.1,79,26,0,1,79,1,79,1.00E-23,114.8
Sample1.3262,srl:SOD_c42340,40.4,391,225,5,193,580,379,764,3.30E-80,305.1
Sample1.3263,abc:ACICU_p0028,53.7,82,31,2,5,86,1071,1145,3.00E-14,83.2
Sample1.3264,pol:Bpro_3940,45.3,64,35,0,1,64,10,73,2.80E-09,66.2
Sample1.3265,aby:p3ABAYE0002,99.2,390,3,0,1,390,1,390,1.90E-222,776.9
Sample1.3266,aby:p3ABAYE0113,99.6,258,1,0,1,258,1,258,1.50E-138,497.7
Sample1.3267,cbd:CBUD_1324,76.8,336,77,1,24,358,4,339,1.40E-147,528.1
Sample1.3268,aby:p3ABAYE0112,99.7,299,1,0,1,299,1,299,3.80E-162,576.2
Sample1.3269,bur:Bcep18194_B2853,57.9,240,92,2,21,260,13,243,5.10E-68,263.5
Sample1.3270,eca:ECA4153,59.2,98,40,0,1,98,319,416,2.00E-25,120.6
Sample1.3271,aby:p3ABAYE0108,96.7,90,3,0,1,90,12,101,8.00E-39,164.9
Sample1.3272,abaa:IX88_00940,100,127,0,0,1,127,1,127,3.10E-68,263.1
Sample1.3273,abaa:IX88_00945,100,197,0,0,1,197,1,197,1.10E-109,401.4
Sample1.3274,abab:BJAB0715_03588,100,205,0,0,1,205,1,205,2.00E-117,427.2
Sample1.3275,cbc:CbuK_1102,78.7,328,70,0,10,337,1,328,1.20E-148,531.6
Sample1.3276,abad:ABD1_31160,99.5,182,1,0,1,182,1,182,3.30E-100,369.8
Sample1.3277,abaz:P795_1235,98.6,212,3,0,1,212,1,212,3.10E-113,413.3
Sample1.3278,abaa:IX88_00965,100,243,0,0,1,243,1,243,1.00E-133,481.5
Sample1.3279,abaa:IX88_00975,99.5,183,1,0,1,183,1,183,4.70E-94,349.4
Sample1.3280,abaj:BJAB0868_03485,99,300,3,0,1,300,1,300,1.00E-159,568.2
Sample1.3281,abaa:IX88_00985,100,131,0,0,1,131,1,131,4.40E-70,269.2
Sample1.3282,abaa:IX88_00990,99.5,209,1,0,1,209,1,209,5.30E-118,429.1
Sample1.3283,abm:ABSDF0228,100,334,0,0,1,334,1,334,2.60E-191,673.3
Sample1.3284,abd:ABTW07_3655,99.6,256,1,0,1,256,1,256,8.40E-142,508.4
Sample1.3285,abaa:IX88_01005,99.1,212,2,0,1,212,1,212,1.60E-122,444.1
Sample1.3286,abau:IX87_13110,98.2,334,6,0,1,334,1,334,1.10E-186,657.9
Sample1.3287,abaa:IX88_01015,99.6,229,1,0,1,229,1,229,3.80E-125,453
Sample1.3288,abm:ABSDF3347,100,80,0,0,1,80,1,80,3.00E-37,159.5
Sample1.3289,abaa:IX88_01025,99.5,199,1,0,1,199,1,199,5.60E-109,399.1
Sample1.3290,abr:ABTJ_00238,99.7,367,1,0,1,367,1,367,2.70E-210,736.5
Sample1.3291,abz:ABZJ_03640,98.2,167,3,0,1,167,1,167,1.60E-88,330.9
Sample1.3292,abaa:IX88_01040,100,180,0,0,1,180,446,625,4.70E-99,365.9
Sample1.3293,abaa:IX88_01040,100,443,0,0,1,443,1,443,2.80E-249,866.3
Sample1.3294,abaa:IX88_01050,99.5,190,1,0,1,190,1,190,6.30E-102,375.6
Sample1.3295,abaa:IX88_01055,97.3,259,7,0,1,259,1,259,2.40E-144,516.9
Sample1.3296,abab:BJAB0715_03613,98.9,185,2,0,1,185,1,185,2.10E-102,377.1
Sample1.3297,abaa:IX88_01095,74.4,78,16,2,1,75,1,77,8.10E-22,108.2
Sample1.3298,abaa:IX88_01100,99.7,300,1,0,1,300,1,300,4.00E-175,619.4
Sample1.3299,abc:ACICU_03463,99.4,333,2,0,1,333,1,333,3.80E-187,659.4
Sample1.3300,abau:IX87_13295,99.2,130,1,0,1,130,1,130,2.00E-70,270.4
Sample1.3301,abaa:IX88_01115,99.2,247,2,0,1,247,1,247,5.30E-141,505.8
Sample1.3302,abal:ABLAC_02310,98.6,290,4,0,1,290,1,290,2.60E-153,547
Sample1.3303,abaj:BJAB0868_03514,99.7,306,1,0,1,306,1,306,1.20E-166,591.3
Sample1.3304,abz:ABZJ_03657,98.4,430,7,0,1,430,11,440,3.90E-240,835.9
Sample1.3305,mej:Q7A_2074,44,184,102,1,14,197,103,285,9.50E-32,142.5
Sample1.3306,psc:A458_20145,41.9,86,43,4,78,159,29,111,1.40E-06,58.9
Sample1.3307,abaa:IX88_12010,99.1,114,1,0,1,114,1,114,4.70E-60,235.7
Sample1.3308,abaa:IX88_12015,99.1,220,2,0,1,220,9,228,5.80E-123,445.7
Sample1.3309,abaa:IX88_12020,100,146,0,0,1,146,1,146,2.20E-78,297
Sample1.3310,abab:BJAB0715_02232,100,349,0,0,1,349,1,349,1.40E-192,677.6
Sample1.3311,abaa:IX88_12030,100,160,0,0,1,160,1,160,1.20E-82,311.2
Sample1.3312,abab:BJAB0715_02234,99.7,294,1,0,1,294,1,294,9.00E-164,581.6
Sample1.3313,abad:ABD1_19910,99.6,262,1,0,1,262,1,262,6.20E-148,528.9
Sample1.3314,abaa:IX88_12050,100,161,0,0,1,161,1,161,3.50E-85,319.7
Sample1.3315,cbd:CBUD_1816,66.1,383,130,0,1,383,1,383,3.00E-143,513.8
Sample1.3316,abab:BJAB0715_02237,83.9,224,0,2,1,206,151,356,1.30E-95,354.8
Sample1.3317,abaa:IX88_12055,100,149,0,0,1,149,1,149,5.00E-78,295.8
Sample1.3318,abaa:IX88_12060,100,167,0,0,1,167,1,167,3.60E-85,319.7
Sample1.3319,acb:A1S_1969,99.9,829,1,0,1,829,1,829,0.00E+00,1662.9
Sample1.3320,abab:BJAB0715_02240,99.6,451,2,0,1,451,1,451,1.40E-253,880.6
Sample1.3321,abaa:IX88_12075,100,398,0,0,1,398,1,398,2.60E-222,776.5
Sample1.3322,abaa:IX88_12080,100,274,0,0,1,274,1,274,7.90E-154,548.5
Sample1.3323,abab:BJAB0715_02243,100,250,0,0,1,250,1,250,7.00E-141,505.4
Sample1.3324,abaa:IX88_12090,100,184,0,0,1,184,1,184,4.20E-95,352.8
Sample1.3325,abaa:IX88_12095,99.6,242,1,0,1,242,1,242,8.20E-131,471.9
Sample1.3326,abaa:IX88_12100,99.8,447,1,0,1,447,1,447,3.00E-259,899.4
Sample1.3327,abaa:IX88_12105,100,369,0,0,1,369,1,369,1.10E-206,724.5
Sample1.3328,abaa:IX88_12110,99.6,497,2,0,1,497,1,497,3.70E-287,992.3
Sample1.3329,abaj:BJAB0868_02239,99.5,217,1,0,1,217,1,217,7.40E-123,445.3
Sample1.3330,abab:BJAB0715_02254,100,306,0,0,1,306,1,306,1.50E-174,617.5
