,kegg_code,organism,kingdom,lineage
T00028,cmu,Chlamydia muridarum Nigg,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T03671,cmur,Chlamydia muridarum Nigg CM972,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T03206,cmn,Chlamydia muridarum Nigg 2 MCR,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T03404,cmm,Chlamydia muridarum Nigg3 clone G0.1.1,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T03405,cmg,Chlamydia muridarum Nigg3 clone G28.38.1,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T03505,cmx,Chlamydia muridarum Nigg3,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T03684,cmz,Chlamydia muridarum Nigg3 CMUT3-5,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T00021,cpn,Chlamydia pneumoniae CWL029,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T00029,cpa,Chlamydia pneumoniae AR39,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T00032,cpj,Chlamydia pneumoniae J138,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T00136,cpt,Chlamydia pneumoniae TW-183,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T01859,clp,Chlamydia pneumoniae LPCoLN,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T01466,cpm,Chlamydia pecorum E58,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T02853,cpec,Chlamydia pecorum P787,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T02854,cpeo,Chlamydia pecorum PV3056/3,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T02855,cper,Chlamydia pecorum W73,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T01481,chp,Chlamydia psittaci 6BC,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T02097,chb,Chlamydia psittaci 6BC,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T01860,chs,Chlamydia psittaci 01DC11,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T01861,chi,Chlamydia psittaci 02DC15,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T01862,cht,Chlamydia psittaci 08DC60,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T01863,chc,Chlamydia psittaci C19/98,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T02153,chr,Chlamydia psittaci RD1,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T02251,cpsc,Chlamydia psittaci CP3,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T02252,cpsn,Chlamydia psittaci NJ1,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T02308,cpsb,Chlamydia psittaci 84/55,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T02309,cpsg,Chlamydia psittaci GR9,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T02310,cpsm,Chlamydia psittaci M56,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T02311,cpsi,Chlamydia psittaci MN,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T02312,cpsv,Chlamydia psittaci VS225,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T02313,cpsw,Chlamydia psittaci WC,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T02314,cpst,Chlamydia psittaci WS/RT/E30,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T02343,cpsd,Chlamydia psittaci 01DC12,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T02450,cpsa,Chlamydia psittaci Mat116,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T03069,cav,Chlamydia avium,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T00125,cca,Chlamydia caviae,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T00242,cab,Chlamydia abortus S26/3,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T03773,cabo,Chlamydia abortus AB7,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T00332,cfe,Chlamydia felis Fe/C-56,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T04276,cgz,Chlamydia gallinacea,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T05716,chla,Chlamydia poikilotherma,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T07130,csui,Chlamydia suis,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T07542,cbue,Chlamydia buteonis,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T08163,csee,Chlamydia serpentis,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T08674,ccrd,Chlamydia crocodili,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T09727,cpaa,Chlamydophila parapsittaci,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T10171,csaz,Candidatus Chlamydia sanziniae,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Chlamydia
T00172,pcu,Candidatus Protochlamydia amoebophila,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Protochlamydia
T04212,pnl,Candidatus Protochlamydia naegleriophila,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Protochlamydia
T01552,puv,Parachlamydia acanthamoebae,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Parachlamydia
T05849,ney,Neochlamydia sp. S13,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Neochlamydia
T01255,wch,Waddlia chondrophila,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Waddlia
T01559,sng,Simkania negevensis,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Simkania
T07398,rhaw,Candidatus Rhabdochlamydia oedothoracis,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Rhabdochlamydia
T07448,rpor,Candidatus Rhabdochlamydia porcellionis,Prokaryotes,Prokaryotes;Bacteria;Chlamydiota;Rhabdochlamydia
T00689,ote,Opitutus terrae,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Opitutus
T04567,obg,Lacunisphaera limnophila,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Lacunisphaera
T05426,vbh,Nibricoccus aquaticus HZ-65,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Nibricoccus
T07405,ole,Horticoccus luteus,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Horticoccus
T09702,slom,Synoicihabitans lomoniglobus,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Synoicihabitans
T09773,elut,Ereboglobus luteus,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Ereboglobus
T09911,aaqw,Actomonas aquatica,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Actomonas
T09991,tmv,Termitidicoccus mucosus,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Termitidicoccus
T11510,olv,Oleiharenicola sp. Vm1,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Oleiharenicola
T03683,obt,Opitutaceae bacterium TAV5,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;unclassified Opitutaceae
T10563,oba,Congregicoccus parvus,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Congregicoccus
T01204,caa,Coraliomargarita akajimensis,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Coraliomargarita
T10130,calg,Coraliomargarita algicola,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Coraliomargarita
T07427,rufi,Ruficoccus sp. ZRK36,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Ruficoccus
T09488,puo,Rubellicoccus peritrichatus,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Rubellicoccus
T09061,ppht,Candidatus Pelagisphaera phototrophica,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Pelagisphaera
T09872,mtar,Candidatus Moanibacter tarae,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Moanibacter
T00736,amu,Akkermansia muciniphila,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Akkermansia
T04551,agl,Akkermansia glycaniphila,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Akkermansia
T08790,abiw,Akkermansia biwaensis,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Akkermansia
T09439,amak,Akkermansia massiliensis,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Akkermansia
T06460,roo,Roseimicrobium sp. ORNL1,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Roseimicrobium
T06562,luo,Luteolibacter luteus,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Luteolibacter
T07769,lamb,Luteolibacter ambystomatis,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Luteolibacter
T09979,lui,Luteolibacter sp. LG18,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Luteolibacter
T10555,lup,Luteolibacter sp. Populi,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Luteolibacter
T07818,soa,Sulfuriroseicoccus oceanibius,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Sulfuriroseicoccus
T09813,veg,Verrucomicrobium sp. GAS474,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Verrucomicrobium
T11191,osu,Oceaniferula spumae,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Oceaniferula
T09048,fpes,Fontisphaera persica,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Fontisphaera
T04108,xii,Candidatus Xiphinematobacter sp. Idaho Grape,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Xiphinematobacter
T00727,min,Methylacidiphilum infernorum,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Methylacidiphilum
T06102,mkc,Methylacidiphilum kamchatkense,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Methylacidiphilum
T09357,mfh,Candidatus Methylacidiphilum fumarolicum,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Methylacidiphilum
T09436,mcao,Methylacidiphilum caldifontis,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Methylacidiphilum
T06915,meap,Methylacidimicrobium sp. AP8,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Methylacidimicrobium
T06931,psup,Candidatus Pinguicoccus supinus,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;Pinguicoccus
T03830,vba,Verrucomicrobia bacterium IMCC26134,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;unclassified Verrucomicrobia
T05990,vbs,Verrucomicrobia bacterium S94,Prokaryotes,Prokaryotes;Bacteria;Verrucomicrobiota;unclassified Verrucomicrobia
T00134,rba,Rhodopirellula baltica,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Rhodopirellula
T10699,rhoi,Rhodopirellula sp. P2,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Rhodopirellula
T01147,psl,Pirellula staleyi,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Pirellula
T04360,pir,Pirellula sp. SH-Sr6A,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Pirellula
T06179,rul,Roseimaritima ulvae,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Roseimaritima
T07409,rml,Roseimaritima multifibrata,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Roseimaritima
T06181,mff,Mariniblastus fucicola,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Mariniblastus
T06941,rol,Rosistilla oblonga,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Rosistilla
T09881,ruv,Rosistilla ulvae,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Rosistilla
T09894,rcf,Rosistilla carotiformis,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Rosistilla
T06948,ahel,Aureliella helgolandensis,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Aureliella
T06949,lcre,Lignipirellula cremea,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Lignipirellula
T07027,aagg,Anatilimnocola aggregata,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Anatilimnocola
T06456,bvo,Bremerella volcania,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Bremerella
T09589,brem,Bremerella sp. P1,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Bremerella
T07352,rlc,Rubripirellula lacrimiformis,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Rubripirellula
T09818,smam,Stieleria maiorica,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Stieleria
T09828,snep,Stieleria neptunia,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Stieleria
T10880,smae,Stieleria magnilauensis,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Stieleria
T05034,ttf,Thermogutta terrifontis,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Thermogutta
T06590,lpav,Lacipirellula parvula,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Lacipirellula
T09857,llh,Lacipirellula limnantheis,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Lacipirellula
T06952,amuc,Aeoliella mucimassa,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Aeoliella
T06953,pnd,Pirellulimonas nuda,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Pirellulimonas
T07351,amob,Adhaeretor mobilis,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Adhaeretor
T09862,bmei,Botrimarina mediterranea,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Botrimarina
T09914,bgok,Bythopirellula goksoeyrii,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Bythopirellula
T01225,plm,Planctopirus limnophila,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Planctopirus
T06220,peh,Planctopirus ephydatiae,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Planctopirus
T01431,pbs,Rubinisphaera brasiliensis,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Rubinisphaera
T04354,pls,Planctomyces sp. SH-PL14,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Planctomyces
T04401,plh,Planctomyces sp. SH-PL62,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Planctomyces
T04678,fmr,Fuerstiella marisgermanici,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Fuerstiella
T06180,gmr,Gimesia maris,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Gimesia
T06296,gim,Gimesia benthica,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Gimesia
T07079,gpn,Gimesia panareensis,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Gimesia
T09837,gfm,Gimesia fumaroli,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Gimesia
T09945,gaz,Gimesia alba,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Gimesia
T09973,gaw,Gimesia aquarii,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Gimesia
T09989,gax,Gimesia algae,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Gimesia
T06940,mri,Maioricimonas rarisocia,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Maioricimonas
T06944,sdyn,Symmachiella dynata,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Symmachiella
T06945,plon,Polystyrenella longa,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Polystyrenella
T09792,acaf,Alienimonas californiensis,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Alienimonas
T09804,svp,Stratiformator vulcanicus,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Stratiformator
T09805,tpol,Thalassoglobus polymorphus,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Thalassoglobus
T09810,chya,Calycomorphotria hydatis,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Calycomorphotria
T09806,ccos,Caulifigura coniformis,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Caulifigura
T09866,pvar,Planctellipticum variicoloris,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Planctellipticum
T09863,ccop,Crateriforma conspicua,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Crateriforma
T11503,cspn,Crateriforma spongiae,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Crateriforma
T10918,schl,Schlesneria sp. DSM 10557,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Schlesneria
T11240,sspe,Schlesneria sphaerica,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Schlesneria
T04358,ges,Gemmata sp. SH-PL17,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Gemmata
T05475,gog,Gemmata obscuriglobus,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Gemmata
T06634,gms,Gemmata massiliana,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Gemmata
T06428,tim,Tuwongella immobilis,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Tuwongella
T06556,lrs,Limnoglobus roseus,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Limnoglobus
T06871,ftj,Frigoriglobus tundricola,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Frigoriglobus
T07028,uli,Urbifossiella limnaea,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Urbifossiella
T07229,tsph,Telmatocola sphagniphila,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Telmatocola
T01407,ipa,Isosphaera pallida,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Isosphaera
T02393,saci,Singulisphaera acidiphila,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Singulisphaera
T11449,sing,Singulisphaera sp. Ch08,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Singulisphaera
T04622,pbor,Paludisphaera borealis,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Paludisphaera
T06184,agv,Aquisphaera giovannonii,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Aquisphaera
T09913,tpla,Tautonia plasticadhaerens,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Tautonia
T11481,tud,Tundrisphaera macrotermitis,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Tundrisphaera
T11482,tlq,Tundrisphaera lichenicola,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Tundrisphaera
T09909,pbap,Engelhardtia mirabilis,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Engelhardtia
T11180,knv,Kolteria novifilia,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Kolteria
T05435,kst,Candidatus Kuenenia stuttgartensis,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Kuenenia
T07026,broc,Candidatus Brocadia sp. Ega_18-Q3-R5-49_MAXAC.112v2,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Brocadia
T07694,bpit,Candidatus Brocadia pituitae,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Brocadia
T07848,jet,Candidatus Jettenia sp.,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Jettenia
T01800,phm,Phycisphaera mikurensis,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Phycisphaera
T06996,pcor,Poriferisphaera corsica,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Poriferisphaera
T07838,mcad,Mucisphaera calidilacus,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Mucisphaera
T04695,pbu,Sedimentisphaera cyanobacteriorum L21-RPul-D3,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Sedimentisphaera
T05439,pbp,Sedimentisphaera salicampi,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Sedimentisphaera
T04749,pbas,Limihaloglobus sulfuriphilus,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Limihaloglobus
T06331,alus,Anaerohalosphaera lusitana,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Anaerohalosphaera
T07075,hbs,Humisphaera borealis,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Humisphaera
T07685,uam,Candidatus Uabimicrobium amorphum,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Uabimicrobium
T10824,uhl,Candidatus Uabimicrobium helgolandensis,Prokaryotes,Prokaryotes;Bacteria;Planctomycetota;Uabimicrobium
T04225,vbl,Kiritimatiella glycovorans,Prokaryotes,Prokaryotes;Bacteria;Kiritimatiellota;Kiritimatiella
T07773,taer,Tichowtungia aerotolerans,Prokaryotes,Prokaryotes;Bacteria;Kiritimatiellota;Tichowtungia
T08820,lpro,Lentisphaera profundi,Prokaryotes,Prokaryotes;Bacteria;Lentisphaerota;Lentisphaera
T05502,vbc,Victivallales bacterium CCUG 44730,Prokaryotes,Prokaryotes;Bacteria;Lentisphaerota;unclassified Victivallales
T10935,lbv,Lentisphaerota bacterium zth2,Prokaryotes,Prokaryotes;Bacteria;Lentisphaerota;unclassified Lentisphaerota
T10936,lbac,Lentisphaerae bacterium WC36,Prokaryotes,Prokaryotes;Bacteria;Lentisphaerota;unclassified Lentisphaerota
T05804,vai,Candidatus Velamenicoccus archaeovorus,Prokaryotes,Prokaryotes;Bacteria;Omnitrophota;Velamenicoccus
T00012,bbu,Borreliella burgdorferi B31,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T00807,bbz,Borreliella burgdorferi ZS7,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T02075,bbn,Borreliella burgdorferi N40,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T02081,bbj,Borreliella burgdorferi JD1,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T02794,bbur,Borreliella burgdorferi CA382,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T00194,bga,Borrelia garinii subsp. bavariensis,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T02048,bgb,Borreliella garinii BgVir,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T02299,bgn,Borreliella garinii NMJW1,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T03259,bgs,Borreliella garinii SZ,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T04731,bgc,Borreliella garinii CIP 103362,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T00383,baf,Borrelia afzelii (FLI),Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T02093,bafz,Borrelia afzelii (Maryland),Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T02298,bafh,Borreliella afzelii HLJ01,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T03256,baft,Borreliella afzelii Tom3107,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T03895,bafe,Borreliella afzelii K78,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T01593,bbs,Borreliella bissettii,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T03221,bvt,Borreliella valaisiana,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T03543,bchi,Borreliella chilensis,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T04886,bmay,Borreliella mayonii,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T09185,btud,Borreliella turdi,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T09196,bku,Borreliella kurtenbachii,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T09223,bff,Borreliella finlandensis,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T09230,blus,Borreliella lusitaniae,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T09264,bame,Borreliella americana,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T09301,byn,Borreliella yangtzensis,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T09309,bjo,Borreliella japonica,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T09315,bspi,Borreliella spielmanii,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T09320,blan,Borreliella lanei,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T09333,bcaf,Borreliella californiensis,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T09341,batn,Borreliella tanukii,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T09353,bcaz,Borreliella carolinensis,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T09475,band,Borreliella andersonii,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T09575,bsin,Borreliella sinica,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borreliella
T00737,btu,Borrelia turicatae,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borrelia
T00764,bhr,Borrelia hermsii DAH,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borrelia
T03871,bhi,Borrelia hermsii CC1,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borrelia
T00768,bdu,Borrelia duttonii,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borrelia
T00769,bre,Borrelia recurrentis,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borrelia
T02051,bcw,Borrelia crocidurae,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borrelia
T02797,bmo,Borrelia miyamotoi LB-2001,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borrelia
T03577,bmiy,Borrelia miyamotoi CT14D4,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borrelia
T03987,bpak,Borrelia parkeri,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borrelia
T04727,bane,Borrelia anserina,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borrelia
T05670,btur,Borrelia turcica,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borrelia
T07005,bmat,Borrelia maritima,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borrelia
T08173,bcoi,Borrelia coriaceae,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borrelia
T08229,bpur,Borrelia puertoricensis,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borrelia
T08772,boq,Borrelia sp. HM,Prokaryotes,Prokaryotes;Bacteria;Spirochaetota;Borrelia
